General Capability,Element,Sub-Element,Description,Level,Code,Indicator
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 8,NMUuM8.2,describes and uses the relationship between metric units of measurement and the base-\(10\) place value system to accurately measure and record measurements using decimals
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 8,NMUuM8FUF,Using metric units and formulas
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 8,NMUuM8.3,establishes and uses formulas and metric units for calculating the area of rectangles and triangles
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 8,NMUuM8AMT,Angles as measures of turn
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 8,NMUuM8.4,"measures and uses key angles (\(45\)?, \(90\)?, \(180\)?, \(360\)?) to define other angles according to their size (e.g. measures a right angle to be 90? and uses this to determine if \(2\) lengths are perpendicular)"
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9,
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9FUF,Using metric units and formulas
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9.1,"establishes and uses formulas for calculating the area of parallelograms, trapeziums, rhombuses and kites"
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9.2,establishes and uses formulas for calculating the volume and surface area of a range of right prisms
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9CiM,Circle measurements
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9.3,informally estimates the circumference of a circle using the radius or diameter
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9.4,establishes the relationship between the circumference and the diameter of a circle as the constant \(\pi\)
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 9,NMUuM9.5,calculates the circumference and the area of a circle using \(\pi\) and a known diameter or radius
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10,
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10FUF,Using metric  units and formulas
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.1,"uses dissection, rearrangement and estimation to calculate or approximate the area and volume of composite shapes and objects"
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.2,"uses metric units and formulas to calculate the volume and surface area of right prisms, cylinders, cones and pyramids"
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.3,uses the conversion between units of volume and capacity to calculate the capacity of objects based on the internal volume and vice versa
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.4,"identifies appropriate metric units to use according to the level of precision required (e.g. building plans show measurements in millimetres, but to purchase enough carpet you need to measure the length and width of the room and round up to the nearest whole metre)"
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.5,uses and applies Pythagoras’ theorem to authentic contexts (e.g. determines the length of a cross brace given the width of a gate is \(1050\) millimetres and its height is \(1450\) millimetres)
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.6,uses and applies properties of congruent and similar triangles to authentic contexts to determine the size of unknown angles and lengths of sides
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.7,uses trigonometry to calculate the unknown lengths or angles in authentic problems
Numeracy,Measurement and geometry,Understanding units of measurement,,Level 10,NMUuM10.8,chooses an appropriate method to solve problems involving right triangles in authentic contexts
Numeracy,Measurement and geometry,Understanding geometric properties,<p>This sub-element describes how students becomes increasingly able to identify the properties of shapes and objects and how they can be combined or transformed. They develop an understanding of how objects are represented using a combination of shapes. A knowledge of angle properties and line and rotational symmetry helps students to recognise how shapes are used to create patterns.</p>,,NMUGP,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1FSO,Familiar shapes and objects
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1.1,"uses everyday language to describe and compare shapes and objects (e.g. round, small, flat, pointy)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1.2,"locates and describes similar shapes and objects in the environment (e.g. when playing a game of netball or football describes and locates the centre circle; uses a collection of objects with a similar shape or objects as subject matter for a visual artwork, and documents the similarities and differences between each object that has inspired their work)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1.3,"names familiar shapes in the environment (e.g. recognises circles, triangles, and rectangles in the design of the school)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 1,NMUGP1.4,identifies and describes a turn in either direction (e.g. turn the doorknob clockwise; turn to your left)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2FeSO,Features of shapes and objects
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2.1,"identifies and describes features of shapes and objects (e.g. sides, corners, faces, edges and vertices)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2.2,sorts and classifies familiar shapes and objects based on obvious features (e.g. triangles have \(3\) sides; a sphere is round like a ball)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2.3,"identifies features of shapes and objects of different sizes and in different orientations in the environment  (e.g. identifies a rotated view of an object made out of centicubes; compares representation of familiar shapes and objects in visual artworks from different cultures, times and places commenting on their features)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2.4,explains that the shape or object does not change when presented in different orientations (e.g. a square remains a square when rotated)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 2,NMUGP2.5,identifies angles in the environment (e.g. an angle formed when a door is opened; identifies that there are \(4\) angles in a square)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3PSO,Properties of shapes and objects
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.1,"identifies the relationship between the number of sides of a two-dimensional shape and the number of vertices (e.g. if the shape has \(4\) sides, it has \(4\) vertices)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.2,describes and identifies the two-dimensional shapes that form the faces of three-dimensional objects (e.g. recognises the faces of a triangular prism as triangles and rectangles)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.3,represents shapes and objects (e.g. drawing and sketching; model building such as skeletal models and centi-cubes; using digital drawing packages; manipulates body to create shapes and objects when choreographing dance)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.4,determines whether a shape has line symmetry (e.g. folds paper cut-outs of basic shapes to demonstrate which has line symmetry and which does not)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.5,identifies symmetry in the environment
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.6,identifies and creates geometrical patterns involving the repetition of familiar shapes (e.g. uses pattern blocks to create a pattern and describes how the pattern was created)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 3,NMUGP3.7,"compares angles to a right angle, classifying them as greater than, less than or equal to a right angle"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4PSO,Properties of shapes and object
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.1,"identifies, names and classifies two-dimensional shapes according to their side and angle properties (e.g. describes a square as a regular rectangle)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.2,identifies key features of shapes (e.g. explains that quadrilaterals have \(2\) diagonals however they are not always equal in length)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.3,aligns three-dimensional objects to their two-dimensional nets
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.4,"identifies the relationship between the number of faces, edges and the number of vertices of a three-dimensional object (e.g. uses a table to list the number of faces, edges and vertices of common three-dimensional objects and identifies the relationships in the data)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.5,"identifies that shapes can have rotational symmetry (e.g. ""this drawing of a flower is symmetrical as I can spin it around both ways and it always looks exactly the same"")"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.6,"creates symmetrical designs using a range of shapes and identifies the type of symmetry as appropriate (e.g. uses symmetry as a stimulus for choreographing a dance; analyses the symmetrical qualities, shapes and lines in examples of Islamic art)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.7,"creates tessellating patterns with common shapes, deciding which will tessellate and which will not by referring to their sides and angles"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.8,"estimates, compares and constructs angles (e.g. uses a ruler and protractor to construct a 45? angle; compares the size of angles in the environment and estimates their size)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 4,NMUGP4.9,"describes angles in the environment according to their size as acute, obtuse, right, straight, reflex or a revolution and identifies them in shapes and objects (e.g. identifies slope as angles in the environment such as the ramp outside of the school block)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5PSO,Properties of shapes and objects
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.1,classifies three-dimensional objects according to their properties (e.g. describes the difference between a triangular prism and a triangular pyramid)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.2,creates two-dimensional nets for pyramids and prisms
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.3,"uses combinations of reflecting, translating and rotating shapes to describe and create patterns and solve problems"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.4,identifies tessellations used in the environment and explains why some combinations of shapes will tesselate while others will not (e.g. tiling a wall using a combination of different shaped tiles; exploring regular and semi-regular tessellations in architectural design)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.5,"explains the result of changing critical and non-critical properties of shapes (e.g. ""if I enlarge a square, it’s still a square, or if I rotate a square, it remains a square, but if I change the length of one of its sides, it’s no longer a square"")"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.6,identifies supplementary and complementary angles and uses them to solve problems
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 5,NMUGP5.7,identifies that angles at a point add to \(360\)° and that vertically opposite angles are equal and reasons to solve problems
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6PSO,Properties of shapes and objects
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.1,investigates and uses reasoning to explain the properties of a triangle (e.g. explains why the longest side is always opposite the largest angle in a triangle; recognises that the combined length of \(2\) sides of a triangle must always be greater than the length of the third side)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.2,uses relevant properties of common geometrical shapes to determine unknown lengths and angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.3,"enlarges and reduces shapes according to a given scale factor and explains what features change and what stay the same (e.g. says ‘when I double the dimensions of the rectangle, all of the lengths are twice as long as they were, but the size of the angles stay the same)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.4,applies angle properties to solve problems that involve the transformation of shapes and objects and how they are used in practice (e.g. determines which shapes tessellate)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.5,uses angle properties to identify perpendicular and parallel lines  (e.g. develops a computer-aided design drawing involving the creation of parallel and perpendicular lines)
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.6,demonstrates that the angle sum of a triangle is \(180\)? and uses this to solve problems
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.7,identifies interior angles in shapes to calculate angle sum
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 6,NMUGP6.8,uses angle properties to identify and calculate unknown angles in familiar two-dimensional shapes
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7,
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7GPr,Geometric properties
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.1,uses Pythagoras’ theorem to solve right-angled triangle problems
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.2,determines the conditions for triangles to be similar
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.3,determines the conditions for triangles to be congruent
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7T,Transformations
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.4,uses the enlargement transformation to explain similarity and develop the conditions for triangles to be similar
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.5,solves problems using ratio and scale factors in similar figures
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7Ang,Angles
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.6,"uses angle properties to reason geometrically, in order to solve spatial problems (e.g. applies an understanding of the relationship between the base angles of an isosceles triangle to determine the size of a similar shape in order to solve a problem)"
Numeracy,Measurement and geometry,Understanding geometric properties,,Level 7,NMUGP7.7,uses trigonometry to calculate the unknown angles and unknown distances in authentic problems (e.g. measures the height of a tree using a clinometer to measure the angle of inclination and trigonometry to approximate the vertical height; calculates the angle of inclination for a ramp)
Numeracy,Measurement and geometry,Positioning and locating,"<p>This sub-element describes how students become increasingly able to recognise the attributes of position and location, and to use positional language to describe themselves and objects in the environment using maps, plans and coordinates. A student learns to reason with representations of shapes and objects regarding position and location, and to visualise and orientate objects to solve problems in spatial contexts.</p>",,NMPoL,
Numeracy,Measurement and geometry,Positioning and locating,,Level 1,NMPoL1,
Numeracy,Measurement and geometry,Positioning and locating,,Level 1,NMPoL1PtS,Position to self
Numeracy,Measurement and geometry,Positioning and locating,,Level 1,NMPoL1.1,"locates positions in the classroom relevant to self (e.g. hangs their hat on their own hook, puts materials in their own tray; says ""my bag is under my desk"")"
Numeracy,Measurement and geometry,Positioning and locating,,Level 1,NMPoL1.2,orients self to other positions in the classroom (e.g. collects a box of scissors from the shelf at the back of the classroom)
Numeracy,Measurement and geometry,Positioning and locating,,Level 1,NMPoL1.3,"follows simple instructions using positional language (e.g. ""please stand near the door"", ""you can sit on your chair"", ""put your pencil case in your bag"", ""crawl through the tunnel"")"
Numeracy,Measurement and geometry,Positioning and locating,,Level 2,NMPoL2,
Numeracy,Measurement and geometry,Positioning and locating,,Level 2,NMPoL2PtO,Position to other
Numeracy,Measurement and geometry,Positioning and locating,,Level 2,NMPoL2.1,"uses positional terms with reference to themselves (e.g. ""sit next to me"", ""you stood in front of me"", ""this is my left hand"")"
Numeracy,Measurement and geometry,Positioning and locating,,Level 2,NMPoL2.2,"interprets a simple diagram or picture to describe the position of an object in relation to other objects (e.g. ""the house is between the river and the school"")"
Numeracy,Measurement and geometry,Positioning and locating,,Level 2,NMPoL2.3,"gives and follows simple directions to move from one place to another using familiar reference points (e.g. ""walk past the flagpole around the vegetable patch and you will find Mr Smith’s classroom"")"
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3,
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3UIM,Using informal maps and plans
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3.1,draws an informal map or sketch to provide directions (e.g. draws a dance map when planning choreography; sketches the pathway to provide directions for a robotic vehicle to move from one location to another within a space)
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3.2,describes and locates relative positions on an informal map or plan (e.g. locates the starting position for the cross-country race using an informal map of the course; uses a seating plan to describe where they sit relative to the teacher’s desk)
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3.3,orients an informal map using recognisable landmarks and current location (e.g. orients a map to show the location of the audience and locates the entry and exit points of the school gymnasium)
Numeracy,Measurement and geometry,Positioning and locating,,Level 3,NMPoL3.4,locates self on an informal map to select an appropriate path to a given location
Numeracy,Measurement and geometry,Positioning and locating,,Level 4,NMPoL4,
Numeracy,Measurement and geometry,Positioning and locating,,Level 4,NMPoL4FMP,Using formal maps and plans
Numeracy,Measurement and geometry,Positioning and locating,,Level 4,NMPoL4.1,"locates position on maps using grid references (e.g. locates the school in cell E5; uses grid references to identify specific locations on a stage and when creating a stage plan, lighting design or prompt script)"
Numeracy,Measurement and geometry,Positioning and locating,,Level 4,NMPoL4.2,"describes routes using landmarks and directional language including reference to quarter, half, three-quarter turns; turns to the left and right; clockwise and anticlockwise turns (e.g. communicates strategic plays in relation to coaching a team game or sport)"
Numeracy,Measurement and geometry,Positioning and locating,,Level 4,NMPoL4.3,"interprets keys, simple scales and compass directions contained within a map to locate features (e.g. uses a map and compass directions when bush walking or orienteering)"
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5,
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5TS,Using proportional thinking for scaling
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5.1,"interprets the scale used to create plans, drawings or maps (e.g. interprets scale to determine the approximate distance between two locations when orienteering)"
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5.2,interprets and uses plans and maps involving scale (e.g. creates and interprets scale drawings when designing and making set pieces for a production)
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5.3,describes and interprets maps to determine the geographical location and positioning of states and territories within Australia and of countries relative to Australia
Numeracy,Measurement and geometry,Positioning and locating,,Level 5,NMPoL5.4,"interprets and uses more formal directional language such as compass bearings, degrees of turn, coordinates and distances to locate position or the distance from one location to another (e.g. identifies coordinates using GPS technologies)"
Numeracy,Measurement and geometry,Measuring time,<p>This sub-element describes how a student becomes increasingly aware of reading and describing the passage of time and how elapsed time or duration can be measured. They learn to apply units and conventions associated with measuring and recording the sequencing and duration of time.</p>,,NMMeT,
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1,
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1ST,Sequencing time
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1.1,"uses the language of time to describe events in relation to past, present and future (e.g. ""yesterday I..."", ""today I ..."", ""tomorrow I will ..."", ""next week I will ..."")"
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1.2,"applies an understanding of passage of time to sequence events using everyday language (e.g. ""I play sport on the weekend and have training this afternoon""; ""the bell is going to go soon""; ""we have cooking tomorrow"")"
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1.3,"uses direct comparison to compare time duration of \(2\) actions, knowing they must begin the actions at the same time (e.g. who can put their shoes on in the shortest time)"
Numeracy,Measurement and geometry,Measuring time,,Level 1,NMMeT1.4,measures time duration by counting and using informal units (e.g. counts to \(30\) while children hide when playing hide and seek)
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2,
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2UT,Units of time
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.1,uses and justifies the appropriate unit of time to describe the duration of events (e.g. uses minutes to describe time taken to clean teeth; uses hours to describe the duration of a long-distance car trip)
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.2,identifies that the clockface is a circle subdivided into \(12\) parts and uses these to allocate hour markers
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.3,identifies that hour markers on a clock can also represent quarter-hour and half-hour marks and shows that there is a minute hand and an hour hand on a clock
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.4,identifies the direction of clockwise and anticlockwise relating it to the hands of the clock
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.5,"reads time on analog clocks to the hour, half-hour and quarter-hour"
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.6,names and orders days of the week and months of the year
Numeracy,Measurement and geometry,Measuring time,,Level 2,NMMeT2.7,uses a calendar to identify the date and determine the number of days in each month
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3,
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3MeT,Measuring time
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3.1,"uses standard instruments and units to describe and measure time to hours, minutes and seconds    (e.g. measures time using a stopwatch; sets a timer on an appliance; estimates the time it would take to walk to the other side of the school oval and uses minutes as the unit of measurement)"
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3.2,"reads and interprets different representations of time (e.g. reads the time on an analog clock, watch or digital clock; uses lap times on a stop watch or fitness app)"
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3.3,"identifies the minute hand movement on an analog clock and the \(60\)-minute markings, interpreting the numbers as representing lots of \(5\) (e.g. interprets the time on an analog clock to read \(7\):\(40\), by reading the hour hand and the minute hand and explaining how they are related)"
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3.4,uses smaller units of time such as seconds to record duration of events (e.g. records reaction times in sports or in relation to safe driving)
Numeracy,Measurement and geometry,Measuring time,,Level 3,NMMeT3.5,"uses a calendar to calculate time intervals in days and weeks, bridging months (e.g. develops fitness plans, tracks growth and development progress and sets realistic personal and health goals using a calendar)"
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4,
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4RUT,Relating units of time
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4.1,"identifies the relationship between units of time (e.g. months and years; seconds, minutes and hours)"
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4.2,uses am and pm notation to distinguish between morning and afternoon using \(12\)-hour time
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4.3,"determines elapsed time using different units such as hours and minutes, weeks and days (e.g. when developing project plans, time schedules and tracking growth)"
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4.4,interprets and uses a timetable
Numeracy,Measurement and geometry,Measuring time,,Level 4,NMMeT4.5,constructs timelines using a time scale (e.g. chronologically sequences the history of the school)
Numeracy,Measurement and geometry,Measuring time,,Level 5,NMMeT5,
Numeracy,Measurement and geometry,Measuring time,,Level 5,NMMeT5CUT,Converting between units of time
Numeracy,Measurement and geometry,Measuring time,,Level 5,NMMeT5.1,"interprets and converts between \(12\)-hour and \(24\)-hour digital time, and analog and digital representations of time to solve duration problems"
Numeracy,Measurement and geometry,Measuring time,,Level 5,NMMeT5.2,"converts between units of time, using appropriate conversion rates, to solve problems involving time (e.g. uses that there are \(60\) seconds in a minute to calculate the percentage improvement a \(1500\)m runner made to their personal best time)"
Numeracy,Measurement and geometry,Measuring time,,Level 5,NMMeT5.3,"uses rates involving time to solve problems (e.g. ""travelling at \(60\) km/h, how far will I travel in \(30\) minutes?""; adjusts cooking or baking times based on weight or the size of the container)"
Numeracy,Measurement and geometry,Measuring time,,Level 6,NMMeT6,
Numeracy,Measurement and geometry,Measuring time,,Level 6,NMMeT6MTT,Measuring time with large and small timescales
Numeracy,Measurement and geometry,Measuring time,,Level 6,NMMeT6.1,"uses appropriate metric prefixes to measure both large and small durations of time (e.g. millennia, nanoseconds)"
Numeracy,Measurement and geometry,Measuring time,,Level 6,NMMeT6.2,constructs timelines using an appropriate scale (e.g. chronologically sequences historical events)
Numeracy,Measurement and geometry,Measuring time,,Level 7,NMMeT7,
Numeracy,Measurement and geometry,Measuring time,,Level 7,NMMeT7TCT,Measuring how things change over time
Numeracy,Measurement and geometry,Measuring time,,Level 7,NMMeT7.1,"investigates, describes and interprets data collected over time (e.g. uses a travel graph to describe a journey; interprets data collected over a period of time using a graphical representation and makes a prediction for the future behaviour of the data)"
Numeracy,Statistics and probability,,"<p>The Statistics and probability element includes 2 sub-elements.</p>
<p>The sub-elements are:</p>
<ul>
<li>Understanding chance</li>
<li>Interpreting and representing data</li>
</ul>",,NS,
Numeracy,Statistics and probability,Understanding chance,"<p>This sub-element describes how a student becomes increasingly able to use the language of chance and the numerical values of probabilities when determining the likelihood of an event and comparing chance events in relation to variation and expectation. Students recognise events may or may not happen and describe familiar events that involve chance, and progress to describe outcomes of chance experiments, develop an understanding of randomness, recognise bias, make predictions and explain why expected results may differ from the actual results of chance events.</p>",,NSUnC,
Numeracy,Statistics and probability,Understanding chance,,Level 1,NSUnC1,
Numeracy,Statistics and probability,Understanding chance,,Level 1,NSUnC1DeC,Describing chance
Numeracy,Statistics and probability,Understanding chance,,Level 1,NSUnC1.1,"describes everyday occurrences that involve chance (e.g. chance of it raining tomorrow, choosing a name from a hat, making it to the grand final)"
Numeracy,Statistics and probability,Understanding chance,,Level 1,NSUnC1.2,"makes predictions on the likelihood of simple, everyday occurrences as to it will or won’t, might or might not happen, based on experiences (e.g. “the plant will die if we don’t water it”,  “next year I will be … years old”; “my tower might not fall down if I add one more brick but it won’t reach the roof”, “we might see a pelican at the lake”)"
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2,
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2CoC,Comparing chance
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2.1,"describes and orders the likelihood of events in non-quantitative terms such as certain, likely, highly likely, unlikely, impossible (e.g. ""if there are more blue than red marbles in a bag, blue is more likely to be selected""; ""I am certain that I won’t win the competition because I didn’t enter"")"
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2.2,records outcomes of chance experiments in tables and charts
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2.3,demonstrates that outcomes of chance experiments may differ from expected results (e.g. we will not get the same results every time we roll a dice)
Numeracy,Statistics and probability,Understanding chance,,Level 2,NSUnC2.4,"draws conclusions that recognise variation in results of chance experiments (e.g. you rolled a lot of sixes this game, I hope I get more sixes next time)"
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3,
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3Fai,Fairness
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.1,identifies all possible outcomes of one-step experiments and records outcomes in tables and charts
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.2,"explains why outcomes of chance experiments may differ from expected results (e.g. ""just because there are \(6\) numbers on a dice doesn’t mean you are going to roll a \(6\) every \(6\) rolls, you may not roll a \(6\) in the entire game"")"
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.3,explains the difference between the notion of  equal likelihood of possible outcomes and those that are not equally likely   (e.g. explains the use of phrases such as fifty-fifty when there are \(2\) outcomes and when \(2\) events occurring are equally likely as opposed to head and tail are more likely than \(2\) heads or \(2\) tails)
Numeracy,Statistics and probability,Understanding chance,,Level 3,NSUnC3.4,identifies unfair elements in games that affect the chances of winning (e.g. having an unequal number of turns; weighted dice)
